,videoId,item_type,authorDisplayName,textDisplay,textOriginal,authorChannelUrl,likeCount,category,isBad
0,etUYMViGzgk,0,구독하면하는일마다 성공함!,이 댓글을 보시는분은 좋은일만 생기시길 바랍니다~^^ <br /><br />+베댓 처음 받아보네요ㅠㅠ 감사합니다ㅠㅠ,"이 댓글을 보시는분은 좋은일만 생기시길 바랍니다~^^ 

+베댓 처음 받아보네요ㅠㅠ 감사합니다ㅠㅠ",http://www.youtube.com/channel/UCoopjb2gRVjYN1oeHrWGzsw,99,game,0
1,etUYMViGzgk,1,레드레빗,ㅁㅅㅇ,ㅁㅅㅇ,http://www.youtube.com/channel/UCLqNuFmWeCqmzcPFFG3qqoA,0,game,0
2,etUYMViGzgk,1,송민준,@David Lee 아니 고집이 아니라 구걸하는게 개같으니까 뭐라해준건데 구걸이 나쁜걸 알면서 왜 먼저 끼어든거죠 그럼? 구걸 나쁜건 다알면서 쉴드만 꼬박꼬박 쳐주시는건 칭찬합니다만 제발 추하게 굴러와서 끼어들지 마세요 ㅋㅋ 아니 상황도 모르고 끼어든건 님이면서 설교하는거 하고는 ԅ( ¯ิ∀ ¯ิԅ),@David Lee 아니 고집이 아니라 구걸하는게 개같으니까 뭐라해준건데 구걸이 나쁜걸 알면서 왜 먼저 끼어든거죠 그럼? 구걸 나쁜건 다알면서 쉴드만 꼬박꼬박 쳐주시는건 칭찬합니다만 제발 추하게 굴러와서 끼어들지 마세요 ㅋㅋ 아니 상황도 모르고 끼어든건 님이면서 설교하는거 하고는 ԅ( ¯ิ∀ ¯ิԅ),http://www.youtube.com/channel/UCe1PVnQhtUnmKqXrQ9NDT9A,0,game,0
3,etUYMViGzgk,1,민짱,네 감사합니다^^그렇지만 내일은 절망이네요^^,네 감사합니다^^그렇지만 내일은 절망이네요^^,http://www.youtube.com/channel/UCOximCRD9QiXZN1Tkjc-Inw,0,game,0
4,etUYMViGzgk,1,David Lee,@송민준 저도 이렇게 말할 맘은 없었는데 아무리 그래도 보기 싫은걸 계속 보게 한건 님이 잖아요,@송민준 저도 이렇게 말할 맘은 없었는데 아무리 그래도 보기 싫은걸 계속 보게 한건 님이 잖아요,http://www.youtube.com/channel/UCWcKVYMRGZrDlOsN9OOQGlw,0,game,0
5,etUYMViGzgk,1,David Lee,@송민준 제가 원래 남과는 잘 않싸우는 타입인데 고집은 그만 내세우시고 그냥 감사하다고 말씀하시기 싫으시면 이 댓글에서 나가주실래요?<br />그리고 제가 님께 알맞는 방법을 알려드렸잖아요 이런 댓글 보고 싶지 않으시면 보지마시고 이런 댓글 무시하라고 근데 님은 계속 님 의견만 고집을 피우시잖아요,"@송민준 제가 원래 남과는 잘 않싸우는 타입인데 고집은 그만 내세우시고 그냥 감사하다고 말씀하시기 싫으시면 이 댓글에서 나가주실래요?
그리고 제가 님께 알맞는 방법을 알려드렸잖아요 이런 댓글 보고 싶지 않으시면 보지마시고 이런 댓글 무시하라고 근데 님은 계속 님 의견만 고집을 피우시잖아요",http://www.youtube.com/channel/UCWcKVYMRGZrDlOsN9OOQGlw,0,game,0
6,etUYMViGzgk,0,떡좋아!,"다음 로블록스는 장민철이 아기가 되고,데이지가 엄마가 되는게 나오는 건가....?","다음 로블록스는 장민철이 아기가 되고,데이지가 엄마가 되는게 나오는 건가....?",http://www.youtube.com/channel/UC5-ZR0LEkCtwo17t_mp8JBg,8,game,0
7,etUYMViGzgk,0,박용진,장민철 아빠가 데이지 아기한테 데이지 형님이라고 해야돼?ㅋㅋㅋㅋㅋ,장민철 아빠가 데이지 아기한테 데이지 형님이라고 해야돼?ㅋㅋㅋㅋㅋ,http://www.youtube.com/channel/UCT7W281b6MBk0DGGo4qTR3A,13,game,0
8,etUYMViGzgk,1,소병혜,ㅎ..ㅎㅎ;;,ㅎ..ㅎㅎ;;,http://www.youtube.com/channel/UCbEV4f_vhIChGmKmiEtpxNA,0,game,0
9,etUYMViGzgk,0,뭐채영,아닠ㅋ 피그할때 데이지가 핑크라고 했는데 피그라고 하는거 나만 웃김?ㅋㅋㅁ 아니 나는 그냥 장민철 자체가 웃김ㅋㅋ,아닠ㅋ 피그할때 데이지가 핑크라고 했는데 피그라고 하는거 나만 웃김?ㅋㅋㅁ 아니 나는 그냥 장민철 자체가 웃김ㅋㅋ,http://www.youtube.com/channel/UCMgHDkEDrqWP-F34YtIFfxg,3,game,0
10,etUYMViGzgk,1,소병혜,저는 데이지가 발음이 돼지같아서 캐릭터가 핑크인거 같아요~^^ ㅎㅎ 원래 그런식이지만 ㅎㅎ,저는 데이지가 발음이 돼지같아서 캐릭터가 핑크인거 같아요~^^ ㅎㅎ 원래 그런식이지만 ㅎㅎ,http://www.youtube.com/channel/UCbEV4f_vhIChGmKmiEtpxNA,0,game,0
11,etUYMViGzgk,0,주디ARMY,장민철이 데이지 아들로 되는 그런 스토리도<br />해주세요~!⭐️,"장민철이 데이지 아들로 되는 그런 스토리도
해주세요~!⭐️",http://www.youtube.com/channel/UCNbPa97GFg83rrdq0uSqz8w,14,game,0
12,etUYMViGzgk,1,주씨인,오!,오!,http://www.youtube.com/channel/UCP705iXuf-RJnyF9lfMYWOw,2,game,0
13,etUYMViGzgk,0,화타,"<a href=""https://www.youtube.com/watch?v=etUYMViGzgk&amp;t=1m17s"">1:17</a> 진심인것 같은데?ㅋㅋㅋㅋㅋㅋ",1:17 진심인것 같은데?ㅋㅋㅋㅋㅋㅋ,http://www.youtube.com/channel/UCd73VzIxZTG9BpMlxE5KAqQ,4,game,0
14,etUYMViGzgk,0,권종열,이 댓글을 보신 냐하분~<br />즐겁고 행복한 하루 되세요^^,"이 댓글을 보신 냐하분~
즐겁고 행복한 하루 되세요^^",http://www.youtube.com/channel/UCoJCPjfZRBHAu-HbL2zwAcw,1,game,0
15,etUYMViGzgk,0,여기 구독하면 99.999%행운 증가,이 댓글을 보신 소수의 분들은 나날이 행복하고 모든일이 잘 되실겁니다,이 댓글을 보신 소수의 분들은 나날이 행복하고 모든일이 잘 되실겁니다,http://www.youtube.com/channel/UC7u4LY_gbTaSbCeTwMapVLg,2,game,0
16,etUYMViGzgk,1,Haeuneiy O,넹,넹,http://www.youtube.com/channel/UC-eapAfJ9PIELUKkjybXgTg,0,game,0
17,etUYMViGzgk,1,ᄒ,네,네,http://www.youtube.com/channel/UCZnbA0MptLpPJlhkfdEDGYA,0,game,0
18,etUYMViGzgk,0,장ᄀᄇ광재,너무나도 차이나는 데이지와 장민철가족ㅋㅋㅋ,너무나도 차이나는 데이지와 장민철가족ㅋㅋㅋ,http://www.youtube.com/channel/UCwiQR4Hwty5X-37Tw4yeFEQ,20,game,0
19,etUYMViGzgk,1,*서은이와친구들,ㅋㅋ,ㅋㅋ,http://www.youtube.com/channel/UCG4F-ga5a0QmfgXzguuuEBA,2,game,0
20,etUYMViGzgk,0,여기 구독하면 행운 99.9999% 늘어남,제 댓글을 본 당신! 오늘하루 건강하시고 활기찬 하루가 되길 기도합니다 오늘도 내일도 그 다음날도 화이팅,제 댓글을 본 당신! 오늘하루 건강하시고 활기찬 하루가 되길 기도합니다 오늘도 내일도 그 다음날도 화이팅,http://www.youtube.com/channel/UCh2vNDoO69J_cWs2-tS0f3A,26,game,0
21,etUYMViGzgk,1,손익주,감사합니다 님도 알차고 즐거운 건강하게 보내세요 감사합니다,감사합니다 님도 알차고 즐거운 건강하게 보내세요 감사합니다,http://www.youtube.com/channel/UC7F19h2yU8ArlUe2gAUOO8Q,0,game,0
22,etUYMViGzgk,1,송민준,안 지겹냐? 잼민이들이 빨아주니까 좋아?,안 지겹냐? 잼민이들이 빨아주니까 좋아?,http://www.youtube.com/channel/UCe1PVnQhtUnmKqXrQ9NDT9A,1,game,0
23,etUYMViGzgk,1,seo yun jeong,넹,넹,http://www.youtube.com/channel/UCiyzkUtNXPK45PGkszLGSoQ,0,game,0
24,etUYMViGzgk,1,이인규,넵!!감사합니다~~^^,넵!!감사합니다~~^^,http://www.youtube.com/channel/UCtbu3PypTj7tE56KXgR4YfQ,0,game,0
25,etUYMViGzgk,1,김민서,감사합니다 ^-^,감사합니다 ^-^,http://www.youtube.com/channel/UCLVyAvT5CghtDPt8RvqpaLw,0,game,0
26,etUYMViGzgk,0,레인,데이지 캐릭터에 볼살 있는거 귀엽다ㅋㅋㅋㅋ,데이지 캐릭터에 볼살 있는거 귀엽다ㅋㅋㅋㅋ,http://www.youtube.com/channel/UCxKW6oPJa9WDHAREuGBm5AA,3,game,0
27,etUYMViGzgk,0,Steven Yang,근데 이거 ‘만약 팝잇이 학교 공부라면?’ 이라는 동영상 올리면 재미있을 것 같음!!,근데 이거 ‘만약 팝잇이 학교 공부라면?’ 이라는 동영상 올리면 재미있을 것 같음!!,http://www.youtube.com/channel/UC_yxzE87N5RGt7BDg9p52Vw,27,game,0
28,etUYMViGzgk,1,이불맨,@배윤희 저도찬성!,@배윤희 저도찬성!,http://www.youtube.com/channel/UC2B-JdnL6ar2iR-Mf-91chA,1,game,0
29,etUYMViGzgk,1,배윤희,오...그 추천 좋네용 전 찬성!!,오...그 추천 좋네용 전 찬성!!,http://www.youtube.com/channel/UC8nA3Tbc7rC5BvUmz1sg9Jg,0,game,0
30,etUYMViGzgk,1,여기 구독하면 행운 100% 증가ᨆ,"수많은 저에 댓글을 보신분들은 올해안에 이성에게 고백을 하는데 성공하고 또한 구독까지 하면 행운 100%와 하는일만 하면 성공하고 시험,수능 100점맞고 부자돼고 서울대학교 합격!!!!!!!","수많은 저에 댓글을 보신분들은 올해안에 이성에게 고백을 하는데 성공하고 또한 구독까지 하면 행운 100%와 하는일만 하면 성공하고 시험,수능 100점맞고 부자돼고 서울대학교 합격!!!!!!!",http://www.youtube.com/channel/UCI3imPf2pCktcNM9WiRlDBA,2,game,0
31,etUYMViGzgk,0,이유리,근데 장민철이 볼터치하고 입에 립스틱 발랐어 ㅋㅋㅋㅋ___ㅋㅋㅋㅋ,근데 장민철이 볼터치하고 입에 립스틱 발랐어 ㅋㅋㅋㅋ___ㅋㅋㅋㅋ,http://www.youtube.com/channel/UCce2iJiz6Gx8J1HSsTtFdQw,2,game,0
